form,dependencies
cop-gn3-eng.pdf.txt,"c(""n30"", ""n8"", ""n3"", ""n2"", ""cop44"", ""cop24"", ""cop4"", ""cop2"", ""cop1e"", ""cop1"", ""n309"")"
cop-gn4-cym.pdf.txt,"c(""cop44"", ""cop42"", ""cop35"", ""cop28"", ""cop24"", ""cop20b"", ""cop20"", ""cop20a"", ""cop14"", ""cop15"", ""cop10"", ""cop9"", ""cop5"", ""cop4"", ""cop3"", ""cop2"", ""cop1"", ""n40"")"
cop-gn4-eng.pdf.txt,"c(""cop44"", ""cop35"", ""cop28"", ""cop24"", ""cop20b"", ""cop20"", ""cop20a"", ""cop14"", ""cop15"", ""cop10"", ""cop9"", ""cop5"", ""cop4"", ""cop3"", ""cop2"", ""cop1b"", ""cop1"", ""n40"")"
cop-gn5-cym.pdf.txt,"c(""n5"", ""ex160"", ""cop24"", ""cop20"", ""cop20a"", ""cop14"", ""cop9"", ""cop2"", ""cop1"", ""c8"", ""c7"", ""c5"", ""c4"", ""c2"", ""c3"", ""c1"", ""a5"", ""a2"", ""a4"", ""a1"", ""n51"", ""c6"", ""a3"", ""a6"", ""a7"", ""a8"", ""a9"")"
cop-gn5-eng.pdf.txt,"c(""n5"", ""ex160a"", ""ex160"", ""cop44"", ""cop24"", ""cop20"", ""cop20a"", ""cop14"", ""cop9"", ""cop4"", ""cop2"", ""cop1"", ""c2"", ""c1"", ""a5"", ""a2"", ""a4"", ""a1"", ""n50"", ""a3"", ""a6"", ""a7"", ""a8"", ""a9"")"
cop-gn6-cym.pdf.txt,"c(""n6"", ""n60"")"
cop-gn7-cym.pdf.txt,"c(""n7"", ""n70"")"
cop-gn8-cym.pdf.txt,"c(""n8"", ""cop42"", ""cop4"", ""cop1"", ""n80"")"
cop-gn8-eng.pdf.txt,"c(""n8"", ""cop44"", ""cop4"", ""cop3"", ""cop1c"", ""cop1"", ""n80"")"
cop1-bil.pdf.txt,none detected
cop1-cym.pdf.txt,"c(""n9b"", ""n8b"", ""n8"", ""n9"", ""n7"", ""n6"", ""n5"", ""n3"", ""n2a"", ""n2"", ""n1c"", ""n1"")"
cop1-eng.pdf.txt,"c(""n8"", ""n3"", ""n2"", ""n1"", ""cop44"", ""cop42"", ""cop35"", ""cop24"", ""cop12"", ""cop10"", ""cop9"", ""cop4"", ""cop3"", ""cop2"", ""cop1d"", ""cop1b"", ""cop1a"", ""cop1e"", ""cop1c"", ""cop1f"", ""cop1"", ""a1"", ""d3"")"
cop10-bil.pdf.txt,"c(""te3"", ""n3"", ""n2b"", ""n2"", ""n1"", ""cop10"", ""cop9"", ""cop1"")"
cop10-cym.pdf.txt,"c(""cop10"", ""cop9"", ""cop1"", ""c1a"", ""c1"")"
cop10-eng.pdf.txt,"c(""te3"", ""n2"", ""cop44"", ""cop24"", ""cop15"", ""cop10"", ""cop9"", ""cop5"", ""cop4"", ""cop2"", ""cop1"")"
cop12-cym.pdf.txt,cop1
cop12-eng.pdf.txt,cop1
cop14-bil.pdf.txt,"c(""cop14"", ""cop1"")"
cop14-cym.pdf.txt,"c(""cop14"", ""cop1"")"
cop14-eng.pdf.txt,"c(""cop14"", ""cop1"")"
cop14a-eng.pdf.txt,"c(""cop20"", ""cop20a"", ""cop14"", ""cop14a"", ""cop5"", ""cop2"", ""cop1"")"
cop15-bil.pdf.txt,"c(""cop15"", ""cop1"")"
cop15-cym.pdf.txt,"c(""cop15"", ""cop5"", ""cop1"")"
cop15-eng.pdf.txt,"c(""cop15"", ""cop5"", ""cop1"")"
cop15a-eng.pdf.txt,"c(""cop20b"", ""cop20"", ""cop15a"", ""cop15"", ""cop5"", ""cop2"", ""cop1"")"
cop1a-bil.pdf.txt,a1
cop1a-eng.pdf.txt,"c(""t94"", ""n3"", ""n1"", ""cop1a"", ""cop1"")"
cop1b-bil.pdf.txt,b1
cop1b-eng.pdf.txt,"c(""cop44"", ""cop24"", ""cop4"", ""cop3"", ""cop2"", ""cop1b"", ""cop1"", ""a1"")"
cop1c-eng.pdf.txt,"c(""n3"", ""cop24"", ""cop3"", ""cop2"", ""cop1a"", ""cop1c"", ""cop1"")"
cop1d-eng.pdf.txt,"c(""cop24"", ""cop12"", ""cop3"", ""cop2"", ""cop1d"", ""cop1"")"
cop1e-eng.pdf.txt,"c(""n3"", ""n2"", ""cop24"", ""cop12"", ""cop2"", ""cop1e"", ""cop1"")"
cop1f-eng.pdf.txt,"c(""pa2"", ""cop24"", ""cop2"", ""cop1f"", ""cop1"", ""a2"", ""d3"")"
cop2-bil.pdf.txt,cop2
cop2-cym.pdf.txt,"c(""n2"", ""cop2"", ""cop1b"", ""cop1"")"
cop20-bil.pdf.txt,"c(""cop20"", ""cop2"")"
cop20a-eng.pdf.txt,"c(""n2"", ""cop20b"", ""cop20"", ""cop20a"", ""cop5"", ""cop2"", ""d1"")"
cop20b-cym.pdf.txt,"c(""cop20b"", ""cop21b"", ""cop20"", ""cop20a"", ""cop15"", ""cop2"", ""cop1"", ""c1a"", ""c1"", ""b1"")"
cop20b-eng.pdf.txt,"c(""n1"", ""cop20b"", ""cop20"", ""cop20a"", ""cop15"", ""cop2"", ""cop1"")"
cop21a-eng.pdf.txt,"c(""cop24"", ""cop20b"", ""cop21a"", ""cop20"", ""cop20a"", ""cop14"", ""cop14a"", ""cop9"", ""cop5"", ""cop2"", ""cop1"")"
cop21b-cym.pdf.txt,"c(""cop35"", ""cop20b"", ""cop21b"", ""cop20"", ""cop15a"", ""cop15"", ""cop5"", ""cop3"", ""cop2"", ""cop1"")"
cop21b-eng.pdf.txt,"c(""cop35"", ""cop36"", ""cop20b"", ""cop22"", ""cop21b"", ""cop20"", ""cop15"", ""cop5"", ""cop3"", ""cop2"", ""cop1"")"
cop22-bil.pdf.txt,none detected
cop22-eng.pdf.txt,"c(""cop20b"", ""cop22"", ""cop20"", ""cop9"", ""cop2"", ""d1"", ""d3"")"
cop23-bil.pdf.txt,none detected
cop23-cym.pdf.txt,none detected
cop23-eng.pdf.txt,none detected
cop24-bil.pdf.txt,none detected
cop24-cym.pdf.txt,"c(""t241"", ""t112"", ""t11"")"
cop24-eng.pdf.txt,"c(""cop24"", ""cop25"", ""cop2"", ""d3"")"
cop25-bil.pdf.txt,"c(""cop25"", ""cop2"", ""d3"")"
cop25-cym.pdf.txt,"c(""d1"", ""d12"", ""d25"", ""d122"")"
cop25-eng.pdf.txt,"c(""cop25"", ""cop2"", ""d3"")"
cop28-bil.pdf.txt,"c(""cop28"", ""cop2"")"
cop28-cym.pdf.txt,"c(""cop28"", ""cop2"")"
cop28-eng.pdf.txt,"c(""cop28"", ""cop2"")"
cop29-bil.pdf.txt,"c(""cop29"", ""cop2"")"
cop29-cym.pdf.txt,"c(""cop29"", ""cop2"")"
cop29-eng.pdf.txt,"c(""cop29"", ""cop2"")"
cop3-bil.pdf.txt,none detected
cop3-cym.pdf.txt,"c(""n8b"", ""n8"", ""n7"", ""n6"", ""n3"", ""n1"", ""d3"")"
cop3-eng.pdf.txt,"c(""te7"", ""te3"")"
cop30-bil.pdf.txt,none detected
cop30-cym.pdf.txt,none detected
cop30-eng.pdf.txt,"c(""cop44"", ""cop30"", ""cop9"", ""cop4"", ""cop3"", ""cop1"")"
cop31-bil.pdf.txt,none detected
cop31-cym.pdf.txt,d3
cop31-eng.pdf.txt,"c(""cop31"", ""cop3"", ""cop1"")"
cop35-bil.pdf.txt,none detected
cop35-cym.pdf.txt,"c(""n9b"", ""n9"", ""n7"", ""n6"", ""n5"", ""n3"", ""n2"", ""n1"", ""d3"")"
cop35-eng.pdf.txt,"c(""te9"", ""te7"", ""te3"", ""d8"", ""cop35"", ""cop37"", ""cop36"", ""cop24"", ""cop3"", ""cop2"")"
cop36-bil.pdf.txt,"c(""n7"", ""n6"", ""n3"", ""n1"")"
cop36-cym.pdf.txt,"c(""n8b"", ""n8"", ""n7b"", ""n7"", ""d36"", ""d3"")"
cop36-eng.pdf.txt,"c(""te7"", ""te3"")"
cop37-cym.pdf.txt,"c(""n2b"", ""n2"", ""n1d"", ""n1"", ""cop37"", ""cop3"", ""c1a"", ""c1"")"
cop37-eng.pdf.txt,"c(""cop37"", ""cop3"")"
cop4-bil.pdf.txt,cop1
cop4-cym.pdf.txt,"c(""n3"", ""n1"", ""cop4"", ""b1"", ""a5"", ""a2"", ""a4"", ""a1"", ""n32"", ""a3"", ""a6"", ""a7"", ""a9"", ""a12"", ""a15"", ""a16"", ""a17"")"
cop4-eng.pdf.txt,cop4
cop42-cym.pdf.txt,"c(""n8"", ""n7"", ""n6"", ""n5"", ""n3"", ""n2"", ""n1"", ""d6"", ""cop44"", ""cop42"", ""cop35"", ""cop37"", ""cop36"", ""cop28"", ""cop24"", ""cop20b"", ""cop21b"", ""cop21a"", ""cop20"", ""cop20a"", ""cop15a"", ""cop14"", ""cop15"", ""cop14a"", ""cop10"", ""cop7"", ""cop8"", ""cop9"", ""cop5"", ""cop4"", ""cop3"", ""cop2"", ""cop1b"", ""cop1a"", ""cop1"")"
cop42-eng.pdf.txt,"c(""n8"", ""n7"", ""n6"", ""n5"", ""n3"", ""n2"", ""n1"", ""cop44"", ""cop42"", ""cop35"", ""cop37"", ""cop36"", ""cop28"", ""cop24"", ""cop20b"", ""cop21b"", ""cop21a"", ""cop20"", ""cop20a"", ""cop15a"", ""cop14"", ""cop15"", ""cop14a"", ""cop10"", ""cop7"", ""cop8"", ""cop9"", ""cop5"", ""cop4"", ""cop3"", ""cop2"", ""cop1b"", ""cop1a"", ""cop1"", ""c1a"", ""c1"")"
cop44-cym.pdf.txt,"c(""cop44"", ""cop44a"", ""cop4"", ""ep1pg"", ""lpa001"")"
cop44-eng.pdf.txt,"c(""cop44"", ""cop44a"", ""cop4"", ""ep1pg"", ""lpa001"")"
cop44a-cym.pdf.txt,"c(""cop44"", ""cop44a"", ""cop4"", ""c1a"", ""c1"")"
cop44a-eng.pdf.txt,"c(""cop44"", ""cop44a"", ""cop4"", ""c1a"", ""c1"", ""d1"")"
cop44b-eng.pdf.txt,"c(""ex160c"", ""ex160"", ""cop44"", ""cop44b"", ""cop4"", ""c1a"", ""c1"")"
cop5-bil.pdf.txt,"c(""n5"", ""n1"")"
cop5-eng.pdf.txt,"c(""n3"", ""cop24"", ""cop5"", ""cop2"", ""cop1"", ""d1"", ""d4"")"
cop5a-eng.pdf.txt,"c(""cop24"", ""cop14"", ""cop15"", ""cop5"", ""cop5a"", ""cop2"", ""cop1"")"
cop7-bil.pdf.txt,"c(""te3"", ""n3"", ""n2"", ""n1"", ""cop7"", ""lpa001"")"
cop7-cym.pdf.txt,"c(""n3"", ""n2"", ""n1"", ""cop24"", ""cop7"", ""cop2"", ""cop1"", ""c1a"", ""c1"", ""lpa001"", ""lpa006"", ""lpa008"")"
cop7-eng.pdf.txt,"c(""te3"", ""cop44"", ""cop24"", ""cop7"", ""cop4"", ""cop2"", ""cop1"", ""lpa001"", ""lpa006"", ""lpa007"", ""lpa008"")"
cop8-cym.pdf.txt,"c(""n1"", ""cop24"", ""cop8"", ""cop2"", ""c1a"", ""c1"", ""ep1pg"")"
cop8-eng.pdf.txt,"c(""te3"", ""n3"", ""cop44"", ""cop24"", ""cop8"", ""cop4"", ""cop2"", ""cop1"", ""b1"", ""d4"", ""ep1pg"")"
cop9-bil.pdf.txt,none detected
cop9-cym.pdf.txt,"c(""n2b"", ""n2"")"
cop9-eng.pdf.txt,"c(""n2"", ""cop44"", ""cop24"", ""cop25"", ""cop10"", ""cop9"", ""cop4"", ""cop2"", ""cop1"", ""d4"")"
county-court-business-centre-code-of-practice-eng.pdf.txt,"c(""n445"", ""n294"", ""n225a"", ""n225"", ""n30"", ""n9a"", ""n9"", ""n3"", ""n2"", ""n1"", ""n29"", ""n35"", ""n35a"", ""n293"")"
criminal-injuries-compensation-scheme-1996-eng.pdf.txt,"c(""te9"", ""t131"", ""t127"", ""t94"", ""t10"", ""t12"", ""t11"", ""ph3"", ""no.52"", ""n11"", ""n9"", ""n7"", ""n6"", ""n5"", ""n2"", ""n1"", ""ex105"", ""et1"", ""d20"", ""d11"", ""d8"", ""b1"", ""a105"", ""a62"", ""a1"", ""n10"", ""n52"", ""n62"", ""n73"", ""n94"", ""ex10"", ""a6"", ""a8"", ""a83"", ""d1"", ""d7"", ""d12"", ""d13"", ""d14"", ""d24"", ""d73"", ""5002"", ""5161"", ""5171"")"
criminal-injuries-compensation-scheme-2001-eng.pdf.txt,"c(""te9"", ""t141"", ""t131"", ""t128"", ""t116"", ""t94"", ""t10"", ""t12"", ""t11"", ""n11"", ""n9"", ""n7"", ""n6"", ""n5"", ""n3"", ""n2"", ""n1"", ""d62"", ""d20"", ""d11"", ""d6"", ""b1"", ""a62"", ""a2"", ""a4"", ""n10"", ""n26"", ""n29"", ""n34"", ""n49"", ""n52"", ""n62"", ""n73"", ""n94"", ""a6"", ""a25"", ""d1"", ""d3"", ""d4"", ""d7"", ""d12"", ""d14"", ""d41"", ""d43"", ""d73"", ""5020"", ""5081"", ""5171"", ""ia4"")"
criminal-injuries-compensation-scheme-2008-eng.pdf.txt,none detected
criminal-injuries-compensation-scheme-2012-eng.pdf.txt,"c(""b1"", ""a20"", ""a5"", ""a2"", ""a4"", ""a1"", ""a3"", ""a6"", ""a7"", ""a8"", ""a9"", ""a12"", ""a13"", ""a15"", ""a16"", ""a17"", ""a18"", ""a19"", ""5134"")"
cs-a1-eng.pdf.txt,a1
cs-a2-eng.pdf.txt,a2
cs-a3-eng.pdf.txt,"c(""a3"", ""5013"")"
cs-a4-eng.pdf.txt,a4
cs-a90-eng.pdf.txt,"c(""a9"", ""a90"")"
cs-a91-eng.pdf.txt,"c(""a9"", ""a91"")"
cs-p1-eng.pdf.txt,none detected
cs-r1-eng.pdf.txt,none detected
cs-r2-eng.pdf.txt,5013
cs-r3-eng.pdf.txt,none detected
cs-r91-eng.pdf.txt,none detected
cs-s1-eng.pdf.txt,none detected
cs-wd-eng.pdf.txt,none detected
cs01-eng.pdf.txt,none detected
cs02-eng.pdf.txt,none detected
cs03-eng.pdf.txt,none detected
cs04-eng.pdf.txt,none detected
d11-bil.pdf.txt,"c(""ex160"", ""ex50"", ""d11"", ""d1"")"
d11-eng.pdf.txt,"c(""ex160"", ""ex50"", ""d11"", ""d1"")"
d13b-bil.pdf.txt,"c(""d13b"", ""c1"", ""d1"", ""d13"")"
d13b-eng.pdf.txt,"c(""d13b"", ""c1"", ""d1"", ""d13"")"
d151-bil.pdf.txt,"c(""d151"", ""d1"", ""d15"")"
d151-eng.pdf.txt,"c(""d151"", ""d1"", ""d15"")"
d180-bil.pdf.txt,"c(""d180"", ""d1"", ""d18"")"
d180-eng.pdf.txt,none detected
d183-cym.pdf.txt,"c(""ex160a"", ""ex160"", ""ex50"", ""d192"", ""d191"", ""d184"", ""d183"", ""cb7"", ""d1"", ""d18"", ""d19"")"
d183-eng.pdf.txt,"c(""ex160a"", ""ex160"", ""ex50"", ""d192"", ""d191"", ""d184"", ""d183"", ""cb7"", ""d1"", ""d18"", ""d19"")"
d184-cym.pdf.txt,"c(""ex160a"", ""ex160"", ""ex50"", ""d186"", ""d184"", ""d183"", ""d89"", ""d5"", ""d8"", ""cb7"", ""d1"", ""d9a"", ""d9h"", ""d18"", ""d51"")"
d184-eng.pdf.txt,"c(""ex160a"", ""ex160"", ""ex50"", ""d186"", ""d184"", ""d183"", ""d89"", ""d5"", ""d8"", ""cb7"", ""d1"", ""d9a"", ""d9h"", ""d18"", ""d51"")"
d185-cym.pdf.txt,"c(""d184"", ""d185"", ""d183"", ""cb1"", ""b1"", ""d1"", ""d18"")"
d185-eng.pdf.txt,"c(""d184"", ""d185"", ""d183"", ""cb1"", ""b1"", ""d1"", ""d18"")"
d186-cym.pdf.txt,"c(""d186"", ""d187"", ""d84"", ""d5"", ""d8"", ""cb7"", ""d1"", ""d7"", ""d18"", ""d51"", ""d79"", ""d84(a)"")"
d186-eng.pdf.txt,"c(""d186"", ""d187"", ""d84"", ""d5"", ""d8"", ""cb7"", ""d1"", ""d7"", ""d18"", ""d51"", ""d79"", ""d84(a)"")"
d187-cym.pdf.txt,"c(""ex160a"", ""ex160"", ""ex50"", ""d187"", ""d36"", ""d5"", ""d1"", ""d3"", ""d18"", ""d29"", ""d37"", ""d529"", ""d537"", ""5161"")"
d187-eng.pdf.txt,"c(""ex160"", ""ex50"", ""d187"", ""d36"", ""d5"", ""d1"", ""d3"", ""d18"", ""d29"", ""d37"", ""d529"", ""d537"", ""5161"")"
d190-cym.pdf.txt,"c(""ex160a"", ""ex160"", ""ex50"", ""d190"", ""d1"", ""d19"")"
d190-eng.pdf.txt,"c(""ex160a"", ""ex160"", ""ex50"", ""d190"", ""d1"", ""d19"")"
d191-cym.pdf.txt,"c(""ex160a"", ""ex160"", ""ex50"", ""d191"", ""d190"", ""d184"", ""d8n"", ""d8"", ""cb7"", ""d1"", ""d18"", ""d19"")"
d191-eng.pdf.txt,"c(""ex160a"", ""ex160"", ""ex50"", ""d191"", ""d190"", ""d184"", ""d8n"", ""d8"", ""cb7"", ""d1"", ""d18"", ""d19"")"
d192-cym.pdf.txt,"c(""d192"", ""d8"", ""d1"", ""d19"")"
d192-eng.pdf.txt,"c(""ex50"", ""d192"", ""d191"", ""d8"", ""cb7"", ""d1"", ""d19"")"
d193-cym.pdf.txt,"c(""ex160a"", ""ex160"", ""d508"", ""d193"", ""d194"", ""d195"", ""d50"", ""d5"", ""d1"", ""d19"")"
d194-cym.pdf.txt,"c(""ex160a"", ""ex160"", ""ex50"", ""d508"", ""d194"", ""d89"", ""d50"", ""d5"", ""d8"", ""d8a"", ""d1"", ""d9a"", ""d9h"", ""d19"", ""d51"")"
d195-cym.pdf.txt,"c(""ex160a"", ""ex160"", ""ex50"", ""d197"", ""d196"", ""d195"", ""d84"", ""d5"", ""d8"", ""d8a"", ""d1"", ""d19"", ""d56"", ""d84(c)"", ""d566"")"
d196-cym.pdf.txt,"c(""d197"", ""d196"", ""d195"", ""d84"", ""d5"", ""d8"", ""d8a"", ""d1"", ""d7"", ""d19"", ""d51"", ""d79"", ""d580g"")"
d197-cym.pdf.txt,"c(""ex160a"", ""ex160"", ""ex50"", ""d197"", ""d195"", ""d36"", ""d5"", ""d1"", ""d3"", ""d19"", ""d56"", ""d529"", ""d537"", ""d566"")"
d20-bil.pdf.txt,d20
d20-eng.pdf.txt,d20
d252-bil.pdf.txt,"c(""d252"", ""d25"")"
d252-eng.pdf.txt,"c(""d252"", ""d25"")"
d254-bil.pdf.txt,"c(""d254"", ""d25"")"
d254-eng.pdf.txt,"c(""d254"", ""d25"")"
d258-bil.pdf.txt,"c(""d258"", ""d25"")"
d258-eng.pdf.txt,"c(""d258"", ""d25"")"
d258a-bil.pdf.txt,"c(""d258a"", ""d258"", ""d25"")"
d258a-eng.pdf.txt,"c(""d258a"", ""d258"", ""d25"")"
d258b-bil.pdf.txt,"c(""d258b"", ""d258"", ""d25"")"
d258b-cym.pdf.txt,"c(""d258b"", ""d258"", ""d25"")"
d258b-eng.pdf.txt,"c(""d258b"", ""d258"", ""d25"")"
d258c-bil.pdf.txt,"c(""d258c"", ""d258"", ""d25"")"
d258c-eng.pdf.txt,"c(""d258c"", ""d258"", ""d25"")"
d259-bil.pdf.txt,"c(""d259"", ""d25"")"
d259-eng.pdf.txt,"c(""d259"", ""d25"")"
d36-bil.pdf.txt,"c(""d36"", ""d3"")"
d36-eng.pdf.txt,"c(""d36"", ""d3"")"
d440-cym.pdf.txt,"c(""ex50"", ""d440"", ""c1"", ""d4"", ""d44"")"
d440-eng.pdf.txt,"c(""ex50"", ""d440"", ""c1"", ""d4"", ""d44"")"
d5-bil.pdf.txt,d5
d5-eng.pdf.txt,d5
d50-bil.pdf.txt,"c(""n1d"", ""n1"", ""d50"", ""d5"")"
d50-eng.pdf.txt,"c(""d50"", ""d5"")"
d508-cym.pdf.txt,"c(""d508"", ""d50"", ""d5"")"
d508-nodiadau-notes-cym.pdf.txt,none detected
d50a-bil.pdf.txt,"c(""d50"", ""d50a"", ""d5"")"
d50a-eng.pdf.txt,"c(""d50"", ""d50a"", ""d5"")"
d50b-bil.pdf.txt,"c(""d50b"", ""d50"", ""d5"")"
d50b-eng.pdf.txt,"c(""d50b"", ""d50"", ""d5"")"
d50c-bil.pdf.txt,"c(""d50c"", ""d50"", ""d5"", ""a1"")"
d50c-eng.pdf.txt,"c(""d50c"", ""d50"", ""d5"", ""a1"")"
d50d-bil.pdf.txt,"c(""d50d"", ""d50"", ""d5"", ""a1"")"
d50d-eng.pdf.txt,"c(""d50d"", ""d50"", ""d5"", ""a1"")"
d50e-bil.pdf.txt,"c(""d50e"", ""d50"", ""d5"")"
d50e-eng.pdf.txt,"c(""d50e"", ""d50"", ""d5"")"
d50f-bil.pdf.txt,none detected
d50f-eng.pdf.txt,none detected
d50g-bil.pdf.txt,"c(""d50g"", ""d50"", ""d5"")"
d50g-eng.pdf.txt,"c(""d50g"", ""d50"", ""d5"")"
d50h-bil.pdf.txt,"c(""d50h"", ""d50"", ""d5"")"
d50h-eng.pdf.txt,"c(""d50h"", ""d50"", ""d5"")"
d50j-bil.pdf.txt,"c(""d50j"", ""d50"", ""d5"")"
d50j-eng.pdf.txt,"c(""d50j"", ""d50"", ""d5"", ""d1"")"
d50k-bil.pdf.txt,"c(""d50k"", ""d50"", ""d5"")"
d50k-eng.pdf.txt,"c(""d50k"", ""d50"", ""d5"")"
d580(f)-bil.pdf.txt,none detected
d6-bil.pdf.txt,d6
d6-eng.pdf.txt,d6
d62-bil.pdf.txt,"c(""d62"", ""d6"")"
d62-eng.pdf.txt,"c(""d62"", ""d6"")"
d63-bil.pdf.txt,none detected
d63-eng.pdf.txt,"c(""d63"", ""d6"")"
d650-eng.pdf.txt,"c(""d650"", ""d6"")"
d651-eng.pdf.txt,"c(""d651"", ""d6"")"
d70-bil.pdf.txt,"c(""d70"", ""d7"")"
d70-eng.pdf.txt,"c(""d70"", ""d7"")"
d8-bil.pdf.txt,"c(""n11"", ""n1"", ""ex160a"", ""ex160"", ""ex50"", ""d11"", ""d8"", ""c8"", ""d1"")"
d8-eng.pdf.txt,"c(""ex160a"", ""ex160"", ""ex50"", ""d11"", ""d8"", ""c8"", ""d1"")"
d8-nodiadau-d8-notes-bil.pdf.txt,"c(""ex50"", ""d192"", ""d190"", ""d183"", ""d8"", ""c8"", ""d1"", ""d18"", ""d19"")"
d80a-bil.pdf.txt,"c(""n1"", ""d80a"", ""d8"", ""b1"")"
d80a-eng.pdf.txt,"c(""d80a"", ""d8"")"
d80b-bil.pdf.txt,"c(""d80b"", ""d8"")"
d80b-eng.pdf.txt,"c(""d80b"", ""d8"")"
d80c-bil.pdf.txt,"c(""d80c"", ""d8"")"
d80c-eng.pdf.txt,"c(""d80c"", ""d8"")"
d80d-bil.pdf.txt,"c(""d80d"", ""d8"")"
d80d-eng.pdf.txt,"c(""d80d"", ""d8"")"
d80e-bil.pdf.txt,"c(""d80e"", ""d8"")"
d80e-eng.pdf.txt,"c(""d80e"", ""d8"")"
d80f-bil.pdf.txt,"c(""d80f"", ""d8"")"
d80f-eng.pdf.txt,"c(""d80f"", ""d8"")"
d80g-bil.pdf.txt,"c(""n6"", ""d80g"", ""d8"")"
d80g-eng.pdf.txt,"c(""d80g"", ""d8"")"
d81-bil.pdf.txt,"c(""d81"", ""d8"")"
d81-eng.pdf.txt,"c(""d81"", ""d8"")"
d84-bil.pdf.txt,"c(""d84"", ""d8"")"
